filename,sha256,tags,Report_link
"49046dfeaefc59747e45e013f3ab5a2895b4245cfaa218dd2863d86451104506","49046dfeaefc59747e45e013f3ab5a2895b4245cfaa218dd2863d86451104506","apt,Lazarus,Lazarus for Mac,machO,safarifontagent","https://bazaar.abuse.ch/sample/49046dfeaefc59747e45e013f3ab5a2895b4245cfaa218dd2863d86451104506/"
"798020270861fdd6c293ae8ba13e86e100ce048830f86233910a2826facd4272","798020270861fdd6c293ae8ba13e86e100ce048830f86233910a2826facd4272","apt,FinderFontsUpdater,Lazarus,Lazarus for Mac,machO","https://bazaar.abuse.ch/sample/798020270861fdd6c293ae8ba13e86e100ce048830f86233910a2826facd4272/"
"fe336a032b564eef07afb2f8a478b0e0a37d9a1a6c4c1e7cd01e404cc5dd2853","fe336a032b564eef07afb2f8a478b0e0a37d9a1a6c4c1e7cd01e404cc5dd2853","apt,Extractor,Lazarus,Lazarus for Mac,machO","https://bazaar.abuse.ch/sample/fe336a032b564eef07afb2f8a478b0e0a37d9a1a6c4c1e7cd01e404cc5dd2853/"
"NZrTnPVmtfjcSMz8n1hZZzvHQvUUEfFnIMAYliQuR_A_[1]","0f52e0d8febf08be311010c7273a26a029da473f4942f83573cbbccc84f1b185","apt,DangerousPassword,Lazarus","https://bazaar.abuse.ch/sample/0f52e0d8febf08be311010c7273a26a029da473f4942f83573cbbccc84f1b185/"
"qwgrp.js","8fae44f0db835c7ced4cddafcf64b8221822ae0384a8575911f84b98f9bf7dc3","apt,DangerousPassword,js,Lazarus","https://bazaar.abuse.ch/sample/8fae44f0db835c7ced4cddafcf64b8221822ae0384a8575911f84b98f9bf7dc3/"
"New Salary Adjustments.zip","57099b79a9824765f8be07471ec33c4cc0799abd877637a2a85affc50e163b1b","apt,DangerousPassword,Lazarus,zip","https://bazaar.abuse.ch/sample/57099b79a9824765f8be07471ec33c4cc0799abd877637a2a85affc50e163b1b/"
"Password_link","422384d25aa351a4eb6871ea50c3c96e83ec6f8ffdb3129adc5a4cf1b198c5c9","apt,DangerousPassword,Lazarus,lnk","https://bazaar.abuse.ch/sample/422384d25aa351a4eb6871ea50c3c96e83ec6f8ffdb3129adc5a4cf1b198c5c9/"
"New Salary Adjustments.pdf","9251aee215b3f31d59a5bd59ae4041c227c66da57ae8eec7400ab4b3f0a7620e","apt,DangerousPassword,Lazarus,pdf","https://bazaar.abuse.ch/sample/9251aee215b3f31d59a5bd59ae4041c227c66da57ae8eec7400ab4b3f0a7620e/"
"b5665832542286da685a020bbcb37508df45312e81d4e4722fa6a644a11421bb","b5665832542286da685a020bbcb37508df45312e81d4e4722fa6a644a11421bb","exe,Lazarus","https://bazaar.abuse.ch/sample/b5665832542286da685a020bbcb37508df45312e81d4e4722fa6a644a11421bb/"
"fc5654ffc82ec3c7190122ba5fb06b0677744a18a702b439a0997fc828e04989","fc5654ffc82ec3c7190122ba5fb06b0677744a18a702b439a0997fc828e04989","exe,Lazarus","https://bazaar.abuse.ch/sample/fc5654ffc82ec3c7190122ba5fb06b0677744a18a702b439a0997fc828e04989/"
"6b90e2a3f0ad8819b5afe67bf13451c9782af26a9f2bdac3a0e042569054e5fd.bin","6b90e2a3f0ad8819b5afe67bf13451c9782af26a9f2bdac3a0e042569054e5fd","apt,dll,Lazarus,old","https://bazaar.abuse.ch/sample/6b90e2a3f0ad8819b5afe67bf13451c9782af26a9f2bdac3a0e042569054e5fd/"
"abe3f16915dd905f899bcf66fb3bc05ffa270a7d01c91a1a3114771128298c07.bin","abe3f16915dd905f899bcf66fb3bc05ffa270a7d01c91a1a3114771128298c07","apt,exe,Lazarus","https://bazaar.abuse.ch/sample/abe3f16915dd905f899bcf66fb3bc05ffa270a7d01c91a1a3114771128298c07/"
"9a970d185eae987bbaab5946e321264e97fb4486ebb806482d61ad56f6dd0ce6","9a970d185eae987bbaab5946e321264e97fb4486ebb806482d61ad56f6dd0ce6","apt,exe,Lazarus","https://bazaar.abuse.ch/sample/9a970d185eae987bbaab5946e321264e97fb4486ebb806482d61ad56f6dd0ce6/"
"7ad4cde82c0525b44b01ca30eb1d3b6459b98ca86337473399d4f9fe0da14662.bin.sample","7ad4cde82c0525b44b01ca30eb1d3b6459b98ca86337473399d4f9fe0da14662","apt,exe,Lazarus","https://bazaar.abuse.ch/sample/7ad4cde82c0525b44b01ca30eb1d3b6459b98ca86337473399d4f9fe0da14662/"
"49953677d3c3ab067f00f5dc172b4f6dcac7967f90f8d88cf2bd1a76f640e567","49953677d3c3ab067f00f5dc172b4f6dcac7967f90f8d88cf2bd1a76f640e567","backdoor,exe,Lazarus,TrojanizedDEFI","https://bazaar.abuse.ch/sample/49953677d3c3ab067f00f5dc172b4f6dcac7967f90f8d88cf2bd1a76f640e567/"
"SudhUdjer.exe","7a8c2c85c948022aacfbb531ee41cc92df5376897d8497b5bd18889194c2dcb7","exe,Lazarus,Urelas","https://bazaar.abuse.ch/sample/7a8c2c85c948022aacfbb531ee41cc92df5376897d8497b5bd18889194c2dcb7/"
"wuaueng.dll","829eceee720b0a3e505efbd3262c387b92abdf46183d51a50489e2b157dac3b1","apt,dll,exe,Lazarus,signed","https://bazaar.abuse.ch/sample/829eceee720b0a3e505efbd3262c387b92abdf46183d51a50489e2b157dac3b1/"
"readme.png","4216f63870e2cdfe499d09fce9caa301f9546f60a69c4032cb5fb6d5ceb9af32","apt,Lazarus,PNG","https://bazaar.abuse.ch/sample/4216f63870e2cdfe499d09fce9caa301f9546f60a69c4032cb5fb6d5ceb9af32/"
"Salary_Lockheed_Martin_job_opportunities_confidential.doc","0160375e19e606d06f672be6e43f70fa70093d2a30031affd2929a5c446d07c1","apt,doc,Lazarus","https://bazaar.abuse.ch/sample/0160375e19e606d06f672be6e43f70fa70093d2a30031affd2929a5c446d07c1/"
"Lockheed_Martin_JobOpportunities.docx","0d01b24f7666f9bccf0f16ea97e41e0bc26f4c49cdfb7a4dabcc0a494b44ec9b","apt,docx,Lazarus","https://bazaar.abuse.ch/sample/0d01b24f7666f9bccf0f16ea97e41e0bc26f4c49cdfb7a4dabcc0a494b44ec9b/"
"2dca46a6285cbeeb700de949256b6eb06807dbdcf443e7ceeeb3765d76ccf20c.elf","2dca46a6285cbeeb700de949256b6eb06807dbdcf443e7ceeeb3765d76ccf20c","apt,elf,Lazarus","https://bazaar.abuse.ch/sample/2dca46a6285cbeeb700de949256b6eb06807dbdcf443e7ceeeb3765d76ccf20c/"
"Profit and Loss Statement.zip","394af5b8c1c0bcdc6a4b974f0972cc6d57edafe000dc41030fe47efd9772734e","apt,Lazarus,lnk,zip","https://bazaar.abuse.ch/sample/394af5b8c1c0bcdc6a4b974f0972cc6d57edafe000dc41030fe47efd9772734e/"
"803dda6c8dc426f1005acdf765d9ef897dd502cd8a80632eef4738d1d7947269.bin","803dda6c8dc426f1005acdf765d9ef897dd502cd8a80632eef4738d1d7947269","dll,Lazarus","https://bazaar.abuse.ch/sample/803dda6c8dc426f1005acdf765d9ef897dd502cd8a80632eef4738d1d7947269/"
"e7f32b127949bdb38cb6c7653ef059d67977e1ffed40237b07e72a79303b8043","e7f32b127949bdb38cb6c7653ef059d67977e1ffed40237b07e72a79303b8043","apt,Lazarus","https://bazaar.abuse.ch/sample/e7f32b127949bdb38cb6c7653ef059d67977e1ffed40237b07e72a79303b8043/"
"Boeing BDS MSE.docx","65b5709f67bb0fac31ec977f98cda6f89f4b38703ee5aeef0b633c33669ea88a","apt,doc,Lazarus","https://bazaar.abuse.ch/sample/65b5709f67bb0fac31ec977f98cda6f89f4b38703ee5aeef0b633c33669ea88a/"
"9d6fdb5344f64e059043980c5bb80e9c8986f1a5a62d7d7871144b388df65262","9d6fdb5344f64e059043980c5bb80e9c8986f1a5a62d7d7871144b388df65262","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/9d6fdb5344f64e059043980c5bb80e9c8986f1a5a62d7d7871144b388df65262/"
"10d83ed487de6ddbd99011f405006efbd415e24037cfd9c724628decffd5aadd","10d83ed487de6ddbd99011f405006efbd415e24037cfd9c724628decffd5aadd","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/10d83ed487de6ddbd99011f405006efbd415e24037cfd9c724628decffd5aadd/"
"New Profits Distributions.docx","a6c9e9a9a4a05249502dee5d21dc92b3cdd44a0d0f044678715a6ecd907a938c","149.28.162.113,docx,Lazarus","https://bazaar.abuse.ch/sample/a6c9e9a9a4a05249502dee5d21dc92b3cdd44a0d0f044678715a6ecd907a938c/"
"a488b6bc2f4674c3a8fada86cc2794888713e61278c7c47d27f9706be0d18f4d","a488b6bc2f4674c3a8fada86cc2794888713e61278c7c47d27f9706be0d18f4d","149.28.162.113,Lazarus,zip","https://bazaar.abuse.ch/sample/a488b6bc2f4674c3a8fada86cc2794888713e61278c7c47d27f9706be0d18f4d/"
"51eaf8af57211f8d9e534f98413e71f4ddf5abcce806a111fc49a30d3bcec696","51eaf8af57211f8d9e534f98413e71f4ddf5abcce806a111fc49a30d3bcec696","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/51eaf8af57211f8d9e534f98413e71f4ddf5abcce806a111fc49a30d3bcec696/"
"4228efa547d22dcf38c44243e1e468a2ded17d4997b728ebf88c79d12346fca4","4228efa547d22dcf38c44243e1e468a2ded17d4997b728ebf88c79d12346fca4","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/4228efa547d22dcf38c44243e1e468a2ded17d4997b728ebf88c79d12346fca4/"
"FiCas AG Job Description_lnk","38ed248501bd35cd140f8376ac42e2c5a46ed4ec71cff0cec290fbc93678f323","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/38ed248501bd35cd140f8376ac42e2c5a46ed4ec71cff0cec290fbc93678f323/"
"a042bfeee49345d514c274e5f44da374eb0875da4a5671e8bf67005078c076fd","a042bfeee49345d514c274e5f44da374eb0875da4a5671e8bf67005078c076fd","149.28.162.113,Lazarus,lnk","https://bazaar.abuse.ch/sample/a042bfeee49345d514c274e5f44da374eb0875da4a5671e8bf67005078c076fd/"
"New Profits Distributions.zip","fe0a9261e6dc402ebd92706d6f5126e00057b478084a3bcede17a0f049adbe91","Lazarus,zip","https://bazaar.abuse.ch/sample/fe0a9261e6dc402ebd92706d6f5126e00057b478084a3bcede17a0f049adbe91/"
"New Profits Distributions_MATT.zip","3979b2d47cec119a9a22a80b1e5cdda7c59e97f9fc144918c20eeec5e27a6549","149.28.162.113,Lazarus,zip","https://bazaar.abuse.ch/sample/3979b2d47cec119a9a22a80b1e5cdda7c59e97f9fc144918c20eeec5e27a6549/"
"Profit and Loss Statement link","825c84154c85b2f8213aaa7902f015c4478ddcd3172c48542688be2675d6e305","apt,Lazarus,lnk","https://bazaar.abuse.ch/sample/825c84154c85b2f8213aaa7902f015c4478ddcd3172c48542688be2675d6e305/"
"Profit and Loss Statement.zip","b02768d994ca5e06d4430b9fd36414d16c41e3f89a461ee1a2b700dfde577393","apt,Lazarus,zip","https://bazaar.abuse.ch/sample/b02768d994ca5e06d4430b9fd36414d16c41e3f89a461ee1a2b700dfde577393/"
"5c2f339362d0cd8e5a8e3105c9c56971087bea2701ea3b7324771b0ea2c26c6c.bin","5c2f339362d0cd8e5a8e3105c9c56971087bea2701ea3b7324771b0ea2c26c6c","apt,exe,Lazarus","https://bazaar.abuse.ch/sample/5c2f339362d0cd8e5a8e3105c9c56971087bea2701ea3b7324771b0ea2c26c6c/"
"5c9feebf9db4a6c0dcb4ee249c21dde09566e5549bd26e68a54c7055bed257f6.zip","5c9feebf9db4a6c0dcb4ee249c21dde09566e5549bd26e68a54c7055bed257f6","apt,Lazarus,pwbonus2021,zip","https://bazaar.abuse.ch/sample/5c9feebf9db4a6c0dcb4ee249c21dde09566e5549bd26e68a54c7055bed257f6/"
"e6e60f07583f397c915b6b448f7521b236df07e0236851e445844ea6c9a11278","e6e60f07583f397c915b6b448f7521b236df07e0236851e445844ea6c9a11278","apt,Lazarus,link,pwbonus2021","https://bazaar.abuse.ch/sample/e6e60f07583f397c915b6b448f7521b236df07e0236851e445844ea6c9a11278/"
"cce05fdbef85b9ad1e93905f45c2f718a85ad52ec43e65d905261628d30a86ce.js","cce05fdbef85b9ad1e93905f45c2f718a85ad52ec43e65d905261628d30a86ce","apt,js,Lazarus,pwbonus2021","https://bazaar.abuse.ch/sample/cce05fdbef85b9ad1e93905f45c2f718a85ad52ec43e65d905261628d30a86ce/"
"e8e109123cb78cfdd7e1edd09b3e91cbfa011264c265afc13585843dd43bba73.js","e8e109123cb78cfdd7e1edd09b3e91cbfa011264c265afc13585843dd43bba73","apt,js,Lazarus,pwbonus2021","https://bazaar.abuse.ch/sample/e8e109123cb78cfdd7e1edd09b3e91cbfa011264c265afc13585843dd43bba73/"
"f7fa68cb3c1761a12969fd8675fbc56fb20a7e21bc23874a5aa58400be40e0bd","f7fa68cb3c1761a12969fd8675fbc56fb20a7e21bc23874a5aa58400be40e0bd","apt,Lazarus,link,pwbonus2021","https://bazaar.abuse.ch/sample/f7fa68cb3c1761a12969fd8675fbc56fb20a7e21bc23874a5aa58400be40e0bd/"
"New Bonus Announcemnet.docx","584e8cc37bceb5ce6b39a50794961ef9d0ed134eafe67f0443a4d180f4184a15","apt,doc,Lazarus,pwbonus2021","https://bazaar.abuse.ch/sample/584e8cc37bceb5ce6b39a50794961ef9d0ed134eafe67f0443a4d180f4184a15/"
"New Bonus Announcemnet.zip","a0d070b66408654cdcb84784e77914dc355a23c81e3e6ef36362470619c4de96","apt,Lazarus,pwbonus2021,zip","https://bazaar.abuse.ch/sample/a0d070b66408654cdcb84784e77914dc355a23c81e3e6ef36362470619c4de96/"
"c9b72cfc16e9a8df3cdcc4ca6dee4b567d10d1acd72a31623da92f5d62ff7629","c9b72cfc16e9a8df3cdcc4ca6dee4b567d10d1acd72a31623da92f5d62ff7629","apt,Lazarus,link,pwbonus2021","https://bazaar.abuse.ch/sample/c9b72cfc16e9a8df3cdcc4ca6dee4b567d10d1acd72a31623da92f5d62ff7629/"
"DriverGFX.tmp","5c206b4dc2d3a25205176da9a1129c9f814c030a7bac245e3aaf7dd5d3ca4fbe","Lazarus,pedll,X64","https://bazaar.abuse.ch/sample/5c206b4dc2d3a25205176da9a1129c9f814c030a7bac245e3aaf7dd5d3ca4fbe/"
"rheinmetall_job_requirements.doc","ffec6e6d4e314f64f5d31c62024252abde7f77acdd63991cb16923ff17828885","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/ffec6e6d4e314f64f5d31c62024252abde7f77acdd63991cb16923ff17828885/"
"e13888eed2466efaae729f16fc8e348fbabea8d7acd6db4e062f6c0930128f8f.bin","e13888eed2466efaae729f16fc8e348fbabea8d7acd6db4e062f6c0930128f8f","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/e13888eed2466efaae729f16fc8e348fbabea8d7acd6db4e062f6c0930128f8f/"
"1174fd03271f80f5e2a6435c72bdd0272a6e3a37049f6190abf125b216a83471.bin","1174fd03271f80f5e2a6435c72bdd0272a6e3a37049f6190abf125b216a83471","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/1174fd03271f80f5e2a6435c72bdd0272a6e3a37049f6190abf125b216a83471/"
"75bf8feeac2b5b1690feab45155a6b97419d6d1b0d36083daccb061dc5dbdea8.bin","75bf8feeac2b5b1690feab45155a6b97419d6d1b0d36083daccb061dc5dbdea8","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/75bf8feeac2b5b1690feab45155a6b97419d6d1b0d36083daccb061dc5dbdea8/"
"17f1c3dc3ad9e0e87e6a131bd93d12c074b443f365eea2e720b9d9939f9ce22e.bin","17f1c3dc3ad9e0e87e6a131bd93d12c074b443f365eea2e720b9d9939f9ce22e","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/17f1c3dc3ad9e0e87e6a131bd93d12c074b443f365eea2e720b9d9939f9ce22e/"
"Winvoke.bin","0996a8e5ec1a41645309e2ca395d3a6b766a7c52784c974c776f258c1b25a76c","apt,exe,Lazarus,NukeSped,RAT","https://bazaar.abuse.ch/sample/0996a8e5ec1a41645309e2ca395d3a6b766a7c52784c974c776f258c1b25a76c/"
"image003.zip","888cfc87b44024c48eed794cc9d6dea9f6ae0cc3468dee940495e839a12ee0db","apt,Lazarus","https://bazaar.abuse.ch/sample/888cfc87b44024c48eed794cc9d6dea9f6ae0cc3468dee940495e839a12ee0db/"
"0193bd8bcbce9765dbecb288d46286bdc134261e4bff1f3c1f772d34fe4ec695.bin","0193bd8bcbce9765dbecb288d46286bdc134261e4bff1f3c1f772d34fe4ec695","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/0193bd8bcbce9765dbecb288d46286bdc134261e4bff1f3c1f772d34fe4ec695/"
"VSingle.bin","3e6fcd919f52706a501c704bcb96474e5947044d73b857d035400344f6306e7e","apt,Lazarus,Vsingle","https://bazaar.abuse.ch/sample/3e6fcd919f52706a501c704bcb96474e5947044d73b857d035400344f6306e7e/"
"2fdba1e332203ca0d01992b137ebeaa1f21f7c3daec7230e6b8a4d36182caed4.bin","2fdba1e332203ca0d01992b137ebeaa1f21f7c3daec7230e6b8a4d36182caed4","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/2fdba1e332203ca0d01992b137ebeaa1f21f7c3daec7230e6b8a4d36182caed4/"
"NvContainer.bin","eb846bb491bea698b99eab80d58fd1f2530b0c1ee5588f7ea02ce0ce209ddb60","apt,Lazarus,ValeforBeta","https://bazaar.abuse.ch/sample/eb846bb491bea698b99eab80d58fd1f2530b0c1ee5588f7ea02ce0ce209ddb60/"
"test.bin","487c1bdb65634a794fa5e359c383c94945ce9f0806fcad46440e919ba0e6166e","apt,Lazarus,Vsingle","https://bazaar.abuse.ch/sample/487c1bdb65634a794fa5e359c383c94945ce9f0806fcad46440e919ba0e6166e/"
"daca210d2e3d76ce83565ab24f261d8b039621422d0f63fc114190fc5074ab24","daca210d2e3d76ce83565ab24f261d8b039621422d0f63fc114190fc5074ab24","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/daca210d2e3d76ce83565ab24f261d8b039621422d0f63fc114190fc5074ab24/"
"be17fdbe8d7e674ec397cd457dda1b78824ed6597cdef665d1adbf31eaf58d66","be17fdbe8d7e674ec397cd457dda1b78824ed6597cdef665d1adbf31eaf58d66","apt,cve-2017-0199,Lazarus,maldoc","https://bazaar.abuse.ch/sample/be17fdbe8d7e674ec397cd457dda1b78824ed6597cdef665d1adbf31eaf58d66/"
"887fda691d4659af5ad5b1f5a51fc04335fdb55e53a7930be438e56f1e394edd","887fda691d4659af5ad5b1f5a51fc04335fdb55e53a7930be438e56f1e394edd","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/887fda691d4659af5ad5b1f5a51fc04335fdb55e53a7930be438e56f1e394edd/"
"3ce003e64e0cfc63ea17b002fa242af25b7fcdc184095f51c3967fb24c5b55f1","3ce003e64e0cfc63ea17b002fa242af25b7fcdc184095f51c3967fb24c5b55f1","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/3ce003e64e0cfc63ea17b002fa242af25b7fcdc184095f51c3967fb24c5b55f1/"
"09b83a501b8f919fc4861735097dd50957f21e81209d362b4fa425bd3348a495.bin","09b83a501b8f919fc4861735097dd50957f21e81209d362b4fa425bd3348a495","apt,CVE-2017-11882,Lazarus,maldoc","https://bazaar.abuse.ch/sample/09b83a501b8f919fc4861735097dd50957f21e81209d362b4fa425bd3348a495/"
"e1137567c9af70e0bcd8396c91a22f0987349ab368cf366ca7d3af14d97a377d.bin","e1137567c9af70e0bcd8396c91a22f0987349ab368cf366ca7d3af14d97a377d","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/e1137567c9af70e0bcd8396c91a22f0987349ab368cf366ca7d3af14d97a377d/"
"e4a02eeb2e6169e661b027dd468ba079834ee4836d80eea551699fd4f5bef6a0.bin","e4a02eeb2e6169e661b027dd468ba079834ee4836d80eea551699fd4f5bef6a0","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/e4a02eeb2e6169e661b027dd468ba079834ee4836d80eea551699fd4f5bef6a0/"
"dfe41670127e628b7e8c9fc4602b73fb07d77bb85c6f77780469837cf5e271f5.bin","dfe41670127e628b7e8c9fc4602b73fb07d77bb85c6f77780469837cf5e271f5","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/dfe41670127e628b7e8c9fc4602b73fb07d77bb85c6f77780469837cf5e271f5/"
"a517420452e533888b5064a1f39d8480926cbefeafd73be880eec0a96a571fa0.bin","a517420452e533888b5064a1f39d8480926cbefeafd73be880eec0a96a571fa0","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/a517420452e533888b5064a1f39d8480926cbefeafd73be880eec0a96a571fa0/"
"3656925f16d5fb5e1e1ad82d96c270935ff4cc65a3ced68fa6896efffbbc01ea.bin","3656925f16d5fb5e1e1ad82d96c270935ff4cc65a3ced68fa6896efffbbc01ea","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/3656925f16d5fb5e1e1ad82d96c270935ff4cc65a3ced68fa6896efffbbc01ea/"
"887fbf39125451a667977c82b989a2cdba78a888d228f941b8bae6d7dbb26433.bin","887fbf39125451a667977c82b989a2cdba78a888d228f941b8bae6d7dbb26433","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/887fbf39125451a667977c82b989a2cdba78a888d228f941b8bae6d7dbb26433/"
"7a0c678c3914ba0baf0afdaf62501ac60775468cf7d572311f2591c65a38eac8.bin","7a0c678c3914ba0baf0afdaf62501ac60775468cf7d572311f2591c65a38eac8","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/7a0c678c3914ba0baf0afdaf62501ac60775468cf7d572311f2591c65a38eac8/"
"75d3d96033db529c9ae698ac6de8fba420c2daa5d97614d7118f49e03c2d83d3.bin","75d3d96033db529c9ae698ac6de8fba420c2daa5d97614d7118f49e03c2d83d3","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/75d3d96033db529c9ae698ac6de8fba420c2daa5d97614d7118f49e03c2d83d3/"
"pfizer_vp.docx","c8a8d2caa429a8bbe885ef8d59d982b4bfd9c48f1255ff69e3b81c6bbd7b2925","apt,Lazarus,maldoc,Pfizer","https://bazaar.abuse.ch/sample/c8a8d2caa429a8bbe885ef8d59d982b4bfd9c48f1255ff69e3b81c6bbd7b2925/"
"evilstuff.docx","46fcbc170e84d8ad48434251421bd8f6fa49a7e741d2c24d31c170c607c60d51","apt,Lazarus,maldoc,Pfizer","https://bazaar.abuse.ch/sample/46fcbc170e84d8ad48434251421bd8f6fa49a7e741d2c24d31c170c607c60d51/"
"137ae3c16f1d6d3e8008e4635bc8ab1f12272e16f6f38dc35c3570ab212c2cd9.doc","137ae3c16f1d6d3e8008e4635bc8ab1f12272e16f6f38dc35c3570ab212c2cd9","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/137ae3c16f1d6d3e8008e4635bc8ab1f12272e16f6f38dc35c3570ab212c2cd9/"
"a57ddb255fc5421360def944750ddf89170f3099639a6575f66c34a456c18add","a57ddb255fc5421360def944750ddf89170f3099639a6575f66c34a456c18add","apt,Lazarus","https://bazaar.abuse.ch/sample/a57ddb255fc5421360def944750ddf89170f3099639a6575f66c34a456c18add/"
"43e605f08865df32570eddf9c12b80d1f332a2e890fcbd864b8d0696a1c3fa2e","43e605f08865df32570eddf9c12b80d1f332a2e890fcbd864b8d0696a1c3fa2e","apt,Lazarus","https://bazaar.abuse.ch/sample/43e605f08865df32570eddf9c12b80d1f332a2e890fcbd864b8d0696a1c3fa2e/"
"ab9915c2308b44b4dffe60b996a4368f9a0a3942f80388aab842a431a6a6f2e4.doc","ab9915c2308b44b4dffe60b996a4368f9a0a3942f80388aab842a431a6a6f2e4","apt,doc,Lazarus","https://bazaar.abuse.ch/sample/ab9915c2308b44b4dffe60b996a4368f9a0a3942f80388aab842a431a6a6f2e4/"
"BAE SYSTEMS_Job_Offer - 2020.doc","140a7856c988c6a00910e20a1178e4fcb61a2495be0e9130408d45d2d5e14900","apt,doc,Lazarus","https://bazaar.abuse.ch/sample/140a7856c988c6a00910e20a1178e4fcb61a2495be0e9130408d45d2d5e14900/"
"6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1.bin","6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1","apt,Lazarus,maldoc","https://bazaar.abuse.ch/sample/6a3446b8a47f0ab4f536015218b22653fff8b18c595fbc5b0c09d857eba7c7a1/"
"775bcd723e8f75f51f612bccbd7ecc4811658508025a3056248e999c7c2b0f9b.bin","775bcd723e8f75f51f612bccbd7ecc4811658508025a3056248e999c7c2b0f9b","apt,Lazarus,ThreatNeedle","https://bazaar.abuse.ch/sample/775bcd723e8f75f51f612bccbd7ecc4811658508025a3056248e999c7c2b0f9b/"
"bf8e3f0430a2a53608432cca208ac7d932e84a557defcfcdcb468b68cfacd7f8.exe","bf8e3f0430a2a53608432cca208ac7d932e84a557defcfcdcb468b68cfacd7f8","apt,DTRACK,Lazarus","https://bazaar.abuse.ch/sample/bf8e3f0430a2a53608432cca208ac7d932e84a557defcfcdcb468b68cfacd7f8/"
"21afaceee5fab15948a5a724222c948ad17cad181bf514a680267abcce186831.bin","21afaceee5fab15948a5a724222c948ad17cad181bf514a680267abcce186831","apt,Lazarus","https://bazaar.abuse.ch/sample/21afaceee5fab15948a5a724222c948ad17cad181bf514a680267abcce186831/"
"572a124f5665be68eaa472590f3ba75bf34b0ea2942b5fcbfd3e74654202dd09.bin","572a124f5665be68eaa472590f3ba75bf34b0ea2942b5fcbfd3e74654202dd09","apt,Lazarus","https://bazaar.abuse.ch/sample/572a124f5665be68eaa472590f3ba75bf34b0ea2942b5fcbfd3e74654202dd09/"
"631ac269925bb72b5ad8f469062309541e1edfec5610a21eecded75a35e65680.bin","631ac269925bb72b5ad8f469062309541e1edfec5610a21eecded75a35e65680","apt,Lazarus","https://bazaar.abuse.ch/sample/631ac269925bb72b5ad8f469062309541e1edfec5610a21eecded75a35e65680/"
"6f45a004ad6bb087f733feb618e115fe88164f6db9562cb9b428372c9add75f0.bin","6f45a004ad6bb087f733feb618e115fe88164f6db9562cb9b428372c9add75f0","apt,Lazarus","https://bazaar.abuse.ch/sample/6f45a004ad6bb087f733feb618e115fe88164f6db9562cb9b428372c9add75f0/"
"01c13f825ec6366ac2b6dd80e5589568fa5c8685cb4d924d1408e3d7c178902f.bin","01c13f825ec6366ac2b6dd80e5589568fa5c8685cb4d924d1408e3d7c178902f","apt,Lazarus","https://bazaar.abuse.ch/sample/01c13f825ec6366ac2b6dd80e5589568fa5c8685cb4d924d1408e3d7c178902f/"
"081d1739422bf050755e6af269a717681274821cea8becb0962d4db61869c5d6.bin","081d1739422bf050755e6af269a717681274821cea8becb0962d4db61869c5d6","apt,Lazarus,signed","https://bazaar.abuse.ch/sample/081d1739422bf050755e6af269a717681274821cea8becb0962d4db61869c5d6/"
"9bf8e8ac82b8f7c3707eb12e77f94cd0e06a972658610d136993235cbfa53641.bin","9bf8e8ac82b8f7c3707eb12e77f94cd0e06a972658610d136993235cbfa53641","apt,Lazarus,signed","https://bazaar.abuse.ch/sample/9bf8e8ac82b8f7c3707eb12e77f94cd0e06a972658610d136993235cbfa53641/"
"07c38ca1e0370421f74c949507fc0d21f4cfcb5866a4f9c0751aefa0d6e97542.bin","07c38ca1e0370421f74c949507fc0d21f4cfcb5866a4f9c0751aefa0d6e97542","apt,Lazarus,signed","https://bazaar.abuse.ch/sample/07c38ca1e0370421f74c949507fc0d21f4cfcb5866a4f9c0751aefa0d6e97542/"
